,record.id,best_hit_id,identity%,alignment_length,evalue,bitscore
8166,tr|A0A5C2GDT4|A0A5C2GDT4_HUMAN,bmy_18944T0,84.706,85,1.35e-47,147
8167,tr|A0A5C2GDT9|A0A5C2GDT9_HUMAN,bmy_22661T0,44.792,96,1.61e-25,96.3
8168,tr|A0A5C2GDU1|A0A5C2GDU1_HUMAN,bmy_21734T0,75.000,92,1.06e-42,141
8169,tr|A0A5C2GDU5|A0A5C2GDU5_HUMAN,bmy_22659T0,69.307,101,2.73e-45,142
8170,tr|A0A5C2GDU8|A0A5C2GDU8_HUMAN,bmy_22659T0,53.000,100,9.65e-33,110
8171,tr|A0A5C2GDV0|A0A5C2GDV0_HUMAN,bmy_18944T0,60.714,84,7.58e-36,117
8172,tr|A0A5C2GDV8|A0A5C2GDV8_HUMAN,bmy_18944T0,80.000,85,2.35e-45,142
8173,tr|A0A5C2GDW0|A0A5C2GDW0_HUMAN,bmy_22659T0,74.227,97,2.54e-48,150
8174,tr|A0A5C2GDW5|A0A5C2GDW5_HUMAN,bmy_18944T0,65.432,81,1.74e-36,119
8175,tr|A0A5C2GDW6|A0A5C2GDW6_HUMAN,bmy_22661T0,66.038,106,1.57e-47,152
8176,tr|A0A5C2GDW8|A0A5C2GDW8_HUMAN,bmy_22659T0,53.061,98,5.08e-35,116
8177,tr|A0A5C2GDX1|A0A5C2GDX1_HUMAN,bmy_22659T0,79.381,97,2.76e-51,157
8178,tr|A0A5C2GDX5|A0A5C2GDX5_HUMAN,bmy_09038T0,76.000,100,4.39e-52,160
8179,tr|A0A5C2GDX6|A0A5C2GDX6_HUMAN,bmy_22659T0,48.454,97,2.03e-29,102
8180,tr|A0A5C2GDX9|A0A5C2GDX9_HUMAN,bmy_21401T0,68.317,101,6.34e-44,142
8181,tr|A0A5C2GDY1|A0A5C2GDY1_HUMAN,bmy_22661T0,70.000,110,1.11e-51,163
8182,tr|A0A5C2GDY5|A0A5C2GDY5_HUMAN,bmy_18944T0,62.637,91,1.08e-34,115
8183,tr|A0A5C2GDY9|A0A5C2GDY9_HUMAN,bmy_22659T0,69.072,97,3.80e-43,137
8184,tr|A0A5C2GDZ0|A0A5C2GDZ0_HUMAN,bmy_22661T0,81.633,98,3.01e-53,167
8185,tr|A0A5C2GDZ2|A0A5C2GDZ2_HUMAN,bmy_21734T0,70.652,92,1.62e-37,128
8186,tr|A0A5C2GDZ9|A0A5C2GDZ9_HUMAN,bmy_22661T0,72.727,110,1.29e-54,171
8187,tr|A0A5C2GE01|A0A5C2GE01_HUMAN,bmy_09038T0,58.491,106,2.67e-37,123
8188,tr|A0A5C2GE03|A0A5C2GE03_HUMAN,bmy_22659T0,76.289,97,4.25e-49,152
8189,tr|A0A5C2GE08|A0A5C2GE08_HUMAN,bmy_18944T0,80.000,85,2.83e-43,136
8190,tr|A0A5C2GE11|A0A5C2GE11_HUMAN,bmy_22661T0,69.091,110,1.05e-50,161
8191,tr|A0A5C2GE16|A0A5C2GE16_HUMAN,bmy_22671T0,73.118,93,2.15e-45,141
8192,tr|A0A5C2GE22|A0A5C2GE22_HUMAN,bmy_22661T0,82.143,112,3.34e-61,187
8193,tr|A0A5C2GE23|A0A5C2GE23_HUMAN,bmy_18944T0,56.790,81,3.90e-29,100
8194,tr|A0A5C2GE34|A0A5C2GE34_HUMAN,bmy_18944T0,77.647,85,2.91e-43,136
8195,tr|A0A5C2GE40|A0A5C2GE40_HUMAN,bmy_22661T0,51.020,98,1.08e-32,114
8196,tr|A0A5C2GE41|A0A5C2GE41_HUMAN,bmy_22661T0,85.714,98,7.71e-56,174
8197,tr|A0A5C2GE42|A0A5C2GE42_HUMAN,bmy_21734T0,67.647,102,4.18e-41,137
8198,tr|A0A5C2GE48|A0A5C2GE48_HUMAN,bmy_21401T0,64.000,100,1.96e-41,136
8199,tr|A0A5C2GE50|A0A5C2GE50_HUMAN,bmy_22661T0,52.525,99,1.54e-34,119
8200,tr|A0A5C2GE51|A0A5C2GE51_HUMAN,bmy_18944T0,69.136,81,4.95e-36,118
8201,tr|A0A5C2GE58|A0A5C2GE58_HUMAN,bmy_22661T0,74.359,117,1.63e-57,178
8202,tr|A0A5C2GE61|A0A5C2GE61_HUMAN,bmy_21734T0,69.565,92,1.78e-37,128
8203,tr|A0A5C2GE64|A0A5C2GE64_HUMAN,bmy_22659T0,48.980,98,2.37e-29,102
8204,tr|A0A5C2GE67|A0A5C2GE67_HUMAN,bmy_22102T0,55.556,108,2.58e-37,123
8205,tr|A0A5C2GE69|A0A5C2GE69_HUMAN,bmy_22661T0,78.788,99,3.87e-53,167
8206,tr|A0A5C2GE73|A0A5C2GE73_HUMAN,bmy_18944T0,56.962,79,8.66e-28,97.4
8207,tr|A0A5C2GE75|A0A5C2GE75_HUMAN,bmy_22661T0,83.838,99,3.54e-57,177
8208,tr|A0A5C2GE76|A0A5C2GE76_HUMAN,bmy_22661T0,80.583,103,5.69e-55,172
8209,tr|A0A5C2GE82|A0A5C2GE82_HUMAN,bmy_18944T0,63.095,84,8.05e-36,117
8210,tr|A0A5C2GE83|A0A5C2GE83_HUMAN,bmy_22659T0,47.423,97,3.62e-29,101
8211,tr|A0A5C2GE86|A0A5C2GE86_HUMAN,bmy_22102T0,60.194,103,2.69e-40,130
8212,tr|A0A5C2GE91|A0A5C2GE91_HUMAN,bmy_22661T0,70.707,99,9.62e-46,148
8213,tr|A0A5C2GE95|A0A5C2GE95_HUMAN,bmy_18944T0,66.667,81,1.98e-33,111
8214,tr|A0A5C2GE99|A0A5C2GE99_HUMAN,bmy_22661T0,83.495,103,1.28e-57,178
8215,tr|A0A5C2GEA0|A0A5C2GEA0_HUMAN,bmy_22659T0,75.758,99,1.72e-52,160
8216,tr|A0A5C2GEA3|A0A5C2GEA3_HUMAN,bmy_22661T0,81.250,96,1.21e-52,166
8217,tr|A0A5C2GEA6|A0A5C2GEA6_HUMAN,bmy_09039T0,58.252,103,7.03e-35,119
8218,tr|A0A5C2GEA8|A0A5C2GEA8_HUMAN,bmy_22661T0,51.515,99,1.82e-33,117
8219,tr|A0A5C2GEB5|A0A5C2GEB5_HUMAN,bmy_18944T0,82.143,84,1.40e-44,140
8220,tr|A0A5C2GEB7|A0A5C2GEB7_HUMAN,bmy_21401T0,68.000,100,3.27e-42,138
8221,tr|A0A5C2GEC4|A0A5C2GEC4_HUMAN,bmy_18944T0,71.605,81,2.25e-38,124
8222,tr|A0A5C2GEC5|A0A5C2GEC5_HUMAN,bmy_22659T0,81.053,95,1.57e-50,155
8223,tr|A0A5C2GEC9|A0A5C2GEC9_HUMAN,bmy_22659T0,47.959,98,3.58e-28,99.0
8224,tr|A0A5C2GED3|A0A5C2GED3_HUMAN,bmy_18944T0,63.095,84,4.84e-36,118
8225,tr|A0A5C2GED5|A0A5C2GED5_HUMAN,bmy_22661T0,44.898,98,3.21e-28,103
8226,tr|A0A5C2GEE6|A0A5C2GEE6_HUMAN,bmy_18944T0,67.857,84,1.27e-35,117
8227,tr|A0A5C2GEF2|A0A5C2GEF2_HUMAN,bmy_18944T0,76.744,86,5.45e-42,133
8228,tr|A0A5C2GEF5|A0A5C2GEF5_HUMAN,bmy_22659T0,51.515,99,2.62e-31,107
8229,tr|A0A5C2GEF7|A0A5C2GEF7_HUMAN,bmy_22661T0,43.750,112,3.08e-28,103
8230,tr|A0A5C2GEF9|A0A5C2GEF9_HUMAN,bmy_22659T0,52.041,98,2.19e-33,112
8231,tr|A0A5C2GEG2|A0A5C2GEG2_HUMAN,bmy_22661T0,48.980,98,5.68e-33,115
8232,tr|A0A5C2GEG4|A0A5C2GEG4_HUMAN,bmy_21740T0,72.043,93,9.31e-39,135
8233,tr|A0A5C2GEG9|A0A5C2GEG9_HUMAN,bmy_22661T0,44.898,98,1.48e-26,99.0
8234,tr|A0A5C2GEH1|A0A5C2GEH1_HUMAN,bmy_22661T0,76.042,96,4.60e-49,157
8235,tr|A0A5C2GEI2|A0A5C2GEI2_HUMAN,bmy_22659T0,77.551,98,3.36e-50,154
8236,tr|A0A5C2GEJ2|A0A5C2GEJ2_HUMAN,bmy_22659T0,42.708,96,1.73e-26,94.7
8237,tr|A0A5C2GEJ3|A0A5C2GEJ3_HUMAN,bmy_22661T0,77.273,110,1.61e-57,178
8238,tr|A0A5C2GEJ5|A0A5C2GEJ5_HUMAN,bmy_22659T0,56.122,98,1.46e-32,110
8239,tr|A0A5C2GEJ6|A0A5C2GEJ6_HUMAN,bmy_18944T0,64.286,84,2.27e-36,119
8240,tr|A0A5C2GEK5|A0A5C2GEK5_HUMAN,bmy_15933T0,61.856,97,7.03e-37,124
8241,tr|A0A5C2GEK6|A0A5C2GEK6_HUMAN,bmy_22659T0,51.579,95,2.71e-31,107
8242,tr|A0A5C2GEK7|A0A5C2GEK7_HUMAN,bmy_18944T0,67.901,81,1.51e-36,119
8243,tr|A0A5C2GEK8|A0A5C2GEK8_HUMAN,bmy_22659T0,50.515,97,1.14e-31,107
8244,tr|A0A5C2GEL0|A0A5C2GEL0_HUMAN,bmy_18944T0,65.432,81,8.08e-34,112
8245,tr|A0A5C2GEM0|A0A5C2GEM0_HUMAN,bmy_22659T0,75.510,98,1.52e-48,150
8246,tr|A0A5C2GEM1|A0A5C2GEM1_HUMAN,bmy_09038T0,59.434,106,4.87e-38,125
8247,tr|A0A5C2GEM5|A0A5C2GEM5_HUMAN,bmy_22659T0,50.495,101,9.25e-32,108
8248,tr|A0A5C2GEM7|A0A5C2GEM7_HUMAN,bmy_22659T0,52.041,98,9.18e-33,110
8249,tr|A0A5C2GEM9|A0A5C2GEM9_HUMAN,bmy_18944T0,64.198,81,5.91e-33,110
8250,tr|A0A5C2GEN0|A0A5C2GEN0_HUMAN,bmy_22661T0,70.408,98,6.07e-47,151
8251,tr|A0A5C2GEN2|A0A5C2GEN2_HUMAN,bmy_22661T0,51.515,99,1.67e-31,111
8252,tr|A0A5C2GEN7|A0A5C2GEN7_HUMAN,bmy_22661T0,76.768,99,3.41e-52,164
8253,tr|A0A5C2GEN9|A0A5C2GEN9_HUMAN,bmy_22659T0,82.474,97,3.85e-53,162
8254,tr|A0A5C2GEP0|A0A5C2GEP0_HUMAN,bmy_22659T0,51.546,97,4.31e-32,108
8255,tr|A0A5C2GEP3|A0A5C2GEP3_HUMAN,bmy_18944T0,61.905,84,6.12e-35,115
8256,tr|A0A5C2GEP5|A0A5C2GEP5_HUMAN,bmy_22659T0,70.000,100,6.92e-44,139
8257,tr|A0A5C2GEQ0|A0A5C2GEQ0_HUMAN,bmy_21734T0,70.000,100,7.24e-44,144
8258,tr|A0A5C2GEQ1|A0A5C2GEQ1_HUMAN,bmy_21397T0,44.330,97,2.43e-26,101
8259,tr|A0A5C2GER0|A0A5C2GER0_HUMAN,bmy_18944T0,74.118,85,3.83e-40,129
8260,tr|A0A5C2GER3|A0A5C2GER3_HUMAN,bmy_22659T0,79.798,99,2.02e-51,157
8261,tr|A0A5C2GER8|A0A5C2GER8_HUMAN,bmy_18944T0,65.432,81,3.93e-36,118
8262,tr|A0A5C2GES1|A0A5C2GES1_HUMAN,bmy_22661T0,74.775,111,1.29e-52,166
8263,tr|A0A5C2GES3|A0A5C2GES3_HUMAN,bmy_22659T0,52.041,98,3.30e-31,106
8264,tr|A0A5C2GES6|A0A5C2GES6_HUMAN,bmy_09039T0,59.223,103,3.59e-36,122
8265,tr|A0A5C2GES7|A0A5C2GES7_HUMAN,bmy_22661T0,66.364,110,3.38e-51,162
8266,tr|A0A5C2GET1|A0A5C2GET1_HUMAN,bmy_22659T0,77.551,98,2.06e-51,157
8267,tr|A0A5C2GEU5|A0A5C2GEU5_HUMAN,bmy_22659T0,52.041,98,1.47e-31,107
8268,tr|A0A5C2GEV1|A0A5C2GEV1_HUMAN,bmy_22659T0,82.474,97,3.40e-53,162
8269,tr|A0A5C2GEV2|A0A5C2GEV2_HUMAN,bmy_22659T0,52.083,96,1.61e-32,110
8270,tr|A0A5C2GEV4|A0A5C2GEV4_HUMAN,bmy_22661T0,74.545,110,1.01e-54,171
8271,tr|A0A5C2GEV5|A0A5C2GEV5_HUMAN,bmy_22102T0,53.333,105,3.03e-35,117
8272,tr|A0A5C2GEV7|A0A5C2GEV7_HUMAN,bmy_21401T0,69.307,101,7.08e-45,145
8273,tr|A0A5C2GEW0|A0A5C2GEW0_HUMAN,bmy_22661T0,75.758,99,3.65e-50,159
8274,tr|A0A5C2GEW2|A0A5C2GEW2_HUMAN,bmy_22661T0,48.148,108,9.19e-33,115
8275,tr|A0A5C2GEW3|A0A5C2GEW3_HUMAN,bmy_22661T0,46.939,98,1.26e-30,109
8276,tr|A0A5C2GEX1|A0A5C2GEX1_HUMAN,bmy_22659T0,49.485,97,2.24e-31,107
8277,tr|A0A5C2GEX2|A0A5C2GEX2_HUMAN,bmy_22659T0,83.505,97,1.33e-53,163
8278,tr|A0A5C2GEY1|A0A5C2GEY1_HUMAN,bmy_22659T0,83.838,99,1.39e-56,171
8279,tr|A0A5C2GEY7|A0A5C2GEY7_HUMAN,bmy_22659T0,47.475,99,1.10e-31,107
8280,tr|A0A5C2GF05|A0A5C2GF05_HUMAN,bmy_22659T0,76.289,97,3.17e-50,154
8281,tr|A0A5C2GF06|A0A5C2GF06_HUMAN,bmy_22661T0,50.000,100,2.27e-33,116
8282,tr|A0A5C2GF09|A0A5C2GF09_HUMAN,bmy_21401T0,69.388,98,1.95e-42,139
8283,tr|A0A5C2GF13|A0A5C2GF13_HUMAN,bmy_22659T0,75.758,99,1.18e-50,155
8284,tr|A0A5C2GF24|A0A5C2GF24_HUMAN,bmy_22659T0,75.510,98,1.37e-49,153
8285,tr|A0A5C2GF30|A0A5C2GF30_HUMAN,bmy_22659T0,70.707,99,4.05e-44,139
8286,tr|A0A5C2GF33|A0A5C2GF33_HUMAN,bmy_22659T0,53.125,96,2.80e-32,109
8287,tr|A0A5C2GF34|A0A5C2GF34_HUMAN,bmy_22659T0,47.368,95,1.58e-26,94.7
8288,tr|A0A5C2GF35|A0A5C2GF35_HUMAN,bmy_22659T0,64.286,98,1.29e-43,138
8289,tr|A0A5C2GF41|A0A5C2GF41_HUMAN,bmy_22659T0,49.495,99,1.79e-31,107
8290,tr|A0A5C2GF43|A0A5C2GF43_HUMAN,bmy_21401T0,61.616,99,2.26e-36,123
8291,tr|A0A5C2GF52|A0A5C2GF52_HUMAN,bmy_22659T0,43.750,96,8.57e-27,95.5
8292,tr|A0A5C2GF53|A0A5C2GF53_HUMAN,bmy_21734T0,75.000,92,3.91e-43,142
8293,tr|A0A5C2GF61|A0A5C2GF61_HUMAN,bmy_22731T0,70.103,97,3.39e-45,141
8294,tr|A0A5C2GF65|A0A5C2GF65_HUMAN,bmy_22661T0,74.227,97,3.23e-48,154
8295,tr|A0A5C2GF67|A0A5C2GF67_HUMAN,bmy_18944T0,60.494,81,3.94e-30,103
8296,tr|A0A5C2GF73|A0A5C2GF73_HUMAN,bmy_18944T0,64.286,84,4.86e-35,115
8297,tr|A0A5C2GF75|A0A5C2GF75_HUMAN,bmy_22661T0,82.292,96,7.60e-51,161
8298,tr|A0A5C2GF76|A0A5C2GF76_HUMAN,bmy_18944T0,88.235,85,5.46e-50,153
8299,tr|A0A5C2GF79|A0A5C2GF79_HUMAN,bmy_22659T0,80.808,99,5.29e-54,164
8300,tr|A0A5C2GF83|A0A5C2GF83_HUMAN,bmy_22659T0,75.758,99,3.57e-50,154
8301,tr|A0A5C2GF84|A0A5C2GF84_HUMAN,bmy_18944T0,62.963,81,7.09e-34,112
8302,tr|A0A5C2GF85|A0A5C2GF85_HUMAN,bmy_22661T0,74.510,102,2.11e-49,157
8303,tr|A0A5C2GF86|A0A5C2GF86_HUMAN,bmy_22671T0,63.918,97,7.67e-42,132
8304,tr|A0A5C2GF87|A0A5C2GF87_HUMAN,bmy_22659T0,68.041,97,4.28e-44,139
8305,tr|A0A5C2GF89|A0A5C2GF89_HUMAN,bmy_22659T0,86.598,97,5.00e-57,172
8306,tr|A0A5C2GF91|A0A5C2GF91_HUMAN,bmy_22659T0,58.333,96,6.50e-36,118
8307,tr|A0A5C2GF93|A0A5C2GF93_HUMAN,bmy_09038T0,59.223,103,8.21e-37,122
8308,tr|A0A5C2GF98|A0A5C2GF98_HUMAN,bmy_09038T0,77.358,106,2.12e-52,161
8309,tr|A0A5C2GF99|A0A5C2GF99_HUMAN,bmy_22661T0,76.636,107,3.05e-55,172
8310,tr|A0A5C2GFA9|A0A5C2GFA9_HUMAN,bmy_18944T0,87.059,85,1.72e-49,152
8311,tr|A0A5C2GFB8|A0A5C2GFB8_HUMAN,bmy_09038T0,75.238,105,1.11e-52,162
8312,tr|A0A5C2GFC1|A0A5C2GFC1_HUMAN,bmy_22661T0,49.091,110,8.76e-34,117
8313,tr|A0A5C2GFC2|A0A5C2GFC2_HUMAN,bmy_18944T0,78.824,85,4.87e-43,136
8314,tr|A0A5C2GFC9|A0A5C2GFC9_HUMAN,bmy_22661T0,78.571,98,7.48e-52,164
8315,tr|A0A5C2GFD0|A0A5C2GFD0_HUMAN,bmy_21401T0,63.366,101,3.38e-39,130
8316,tr|A0A5C2GFD2|A0A5C2GFD2_HUMAN,bmy_21734T0,65.625,96,8.81e-35,121
8317,tr|A0A5C2GFD7|A0A5C2GFD7_HUMAN,bmy_22671T0,70.330,91,7.43e-43,135
8318,tr|A0A5C2GFE0|A0A5C2GFE0_HUMAN,bmy_18944T0,67.033,91,3.11e-37,121
8319,tr|A0A5C2GFE1|A0A5C2GFE1_HUMAN,bmy_22659T0,50.000,98,1.02e-30,105
8320,tr|A0A5C2GFE5|A0A5C2GFE5_HUMAN,bmy_22661T0,75.510,98,9.55e-51,161
8321,tr|A0A5C2GFE7|A0A5C2GFE7_HUMAN,bmy_18944T0,66.667,81,2.27e-34,114
8322,tr|A0A5C2GFF0|A0A5C2GFF0_HUMAN,bmy_18944T0,63.095,84,9.85e-36,117
8323,tr|A0A5C2GFF3|A0A5C2GFF3_HUMAN,bmy_22659T0,70.707,99,1.34e-45,143
8324,tr|A0A5C2GFF8|A0A5C2GFF8_HUMAN,bmy_09038T0,73.333,105,1.60e-50,156
8325,tr|A0A5C2GFG7|A0A5C2GFG7_HUMAN,bmy_22731T0,72.043,93,3.95e-43,136
8326,tr|A0A5C2GFH0|A0A5C2GFH0_HUMAN,bmy_18944T0,77.907,86,1.14e-40,130
8327,tr|A0A5C2GFH1|A0A5C2GFH1_HUMAN,bmy_21401T0,74.747,99,9.17e-47,149
8328,tr|A0A5C2GFH2|A0A5C2GFH2_HUMAN,bmy_22661T0,86.735,98,3.97e-56,174
8329,tr|A0A5C2GFH5|A0A5C2GFH5_HUMAN,bmy_18944T0,71.605,81,1.19e-37,122
8330,tr|A0A5C2GFH7|A0A5C2GFH7_HUMAN,bmy_22102T0,50.467,107,3.39e-31,107
8331,tr|A0A5C2GFI0|A0A5C2GFI0_HUMAN,bmy_21734T0,66.304,92,7.88e-36,124
8332,tr|A0A5C2GFI2|A0A5C2GFI2_HUMAN,bmy_22661T0,79.208,101,9.94e-53,166
8333,tr|A0A5C2GFI5|A0A5C2GFI5_HUMAN,bmy_22671T0,70.330,91,1.53e-42,134
8334,tr|A0A5C2GFI6|A0A5C2GFI6_HUMAN,bmy_21734T0,72.826,92,7.80e-40,134
8335,tr|A0A5C2GFI8|A0A5C2GFI8_HUMAN,bmy_09039T0,77.451,102,1.40e-53,166
8336,tr|A0A5C2GFJ2|A0A5C2GFJ2_HUMAN,bmy_22661T0,78.571,98,7.31e-51,161
8337,tr|A0A5C2GFJ5|A0A5C2GFJ5_HUMAN,bmy_22731T0,69.072,97,2.04e-42,134
8338,tr|A0A5C2GFJ6|A0A5C2GFJ6_HUMAN,bmy_22731T0,71.875,96,1.82e-45,142
8339,tr|A0A5C2GFJ7|A0A5C2GFJ7_HUMAN,bmy_18944T0,67.901,81,1.40e-35,117
8340,tr|A0A5C2GFJ9|A0A5C2GFJ9_HUMAN,bmy_22661T0,82.653,98,1.30e-55,173
8341,tr|A0A5C2GFK3|A0A5C2GFK3_HUMAN,bmy_22661T0,72.449,98,8.89e-47,151
8342,tr|A0A5C2GFK5|A0A5C2GFK5_HUMAN,bmy_09038T0,60.417,96,1.99e-35,118
8343,tr|A0A5C2GFK6|A0A5C2GFK6_HUMAN,bmy_18944T0,72.093,86,1.06e-39,127
8344,tr|A0A5C2GFK7|A0A5C2GFK7_HUMAN,bmy_18944T0,77.647,85,2.64e-42,134
8345,tr|A0A5C2GFL3|A0A5C2GFL3_HUMAN,bmy_22661T0,71.171,111,4.48e-51,162
8346,tr|A0A5C2GFL5|A0A5C2GFL5_HUMAN,bmy_21734T0,67.308,104,1.21e-41,139
8347,tr|A0A5C2GFL6|A0A5C2GFL6_HUMAN,bmy_18944T0,67.857,84,1.59e-37,122
8348,tr|A0A5C2GFM5|A0A5C2GFM5_HUMAN,bmy_21734T0,67.347,98,9.78e-38,129
8349,tr|A0A5C2GFM6|A0A5C2GFM6_HUMAN,bmy_22661T0,79.167,96,2.29e-50,160
8350,tr|A0A5C2GFM8|A0A5C2GFM8_HUMAN,bmy_18944T0,60.714,84,9.32e-34,112
8351,tr|A0A5C2GFN4|A0A5C2GFN4_HUMAN,bmy_18944T0,80.233,86,2.93e-43,136
8352,tr|A0A5C2GFN9|A0A5C2GFN9_HUMAN,bmy_18944T0,80.000,85,4.67e-45,141
8353,tr|A0A5C2GFP2|A0A5C2GFP2_HUMAN,bmy_21734T0,67.708,96,3.16e-36,125
8354,tr|A0A5C2GFP5|A0A5C2GFP5_HUMAN,bmy_22659T0,52.577,97,1.78e-32,110
8355,tr|A0A5C2GFP9|A0A5C2GFP9_HUMAN,bmy_18944T0,70.588,85,4.01e-39,126
8356,tr|A0A5C2GFQ0|A0A5C2GFQ0_HUMAN,bmy_21734T0,69.792,96,1.25e-37,128
8357,tr|A0A5C2GFQ4|A0A5C2GFQ4_HUMAN,bmy_22659T0,52.577,97,3.57e-33,111
8358,tr|A0A5C2GFQ5|A0A5C2GFQ5_HUMAN,bmy_22102T0,65.385,104,6.43e-43,137
8359,tr|A0A5C2GFQ6|A0A5C2GFQ6_HUMAN,bmy_22659T0,70.297,101,1.01e-45,143
8360,tr|A0A5C2GFQ8|A0A5C2GFQ8_HUMAN,bmy_09039T0,71.569,102,2.21e-48,153
8361,tr|A0A5C2GFQ9|A0A5C2GFQ9_HUMAN,bmy_21734T0,65.217,92,5.20e-36,124
8362,tr|A0A5C2GFR3|A0A5C2GFR3_HUMAN,bmy_22659T0,46.316,95,3.99e-28,99.0
8363,tr|A0A5C2GFR6|A0A5C2GFR6_HUMAN,bmy_18944T0,69.048,84,2.76e-39,126
8364,tr|A0A5C2GFR7|A0A5C2GFR7_HUMAN,bmy_21734T0,70.588,102,4.84e-44,145
8365,tr|A0A5C2GFS4|A0A5C2GFS4_HUMAN,bmy_22102T0,58.333,96,1.62e-34,116
8366,tr|A0A5C2GFS5|A0A5C2GFS5_HUMAN,bmy_21734T0,66.304,92,2.14e-37,128
8367,tr|A0A5C2GFS6|A0A5C2GFS6_HUMAN,bmy_22661T0,77.228,101,1.06e-52,166
8368,tr|A0A5C2GFS7|A0A5C2GFS7_HUMAN,bmy_18944T0,61.905,84,2.32e-34,114
8369,tr|A0A5C2GFS8|A0A5C2GFS8_HUMAN,bmy_22659T0,74.227,97,1.45e-48,150
8370,tr|A0A5C2GFS9|A0A5C2GFS9_HUMAN,bmy_21401T0,70.192,104,1.15e-45,147
8371,tr|A0A5C2GFT2|A0A5C2GFT2_HUMAN,bmy_21401T0,67.677,99,1.55e-43,142
8372,tr|A0A5C2GFT3|A0A5C2GFT3_HUMAN,bmy_21401T0,70.707,99,4.84e-43,140
8373,tr|A0A5C2GFT4|A0A5C2GFT4_HUMAN,bmy_22661T0,76.531,98,2.91e-51,162
8374,tr|A0A5C2GFT6|A0A5C2GFT6_HUMAN,bmy_21734T0,68.750,96,1.13e-36,126
8375,tr|A0A5C2GFU2|A0A5C2GFU2_HUMAN,bmy_21734T0,62.222,90,1.16e-31,113
8376,tr|A0A5C2GFU3|A0A5C2GFU3_HUMAN,bmy_18944T0,71.765,85,5.93e-40,128
8377,tr|A0A5C2GFU4|A0A5C2GFU4_HUMAN,bmy_18944T0,70.930,86,3.37e-37,121
8378,tr|A0A5C2GFU5|A0A5C2GFU5_HUMAN,bmy_21401T0,64.423,104,5.21e-43,140
8379,tr|A0A5C2GFU7|A0A5C2GFU7_HUMAN,bmy_22659T0,78.571,98,1.70e-50,155
8380,tr|A0A5C2GFV1|A0A5C2GFV1_HUMAN,bmy_18944T0,59.524,84,2.45e-32,108
8381,tr|A0A5C2GFV2|A0A5C2GFV2_HUMAN,bmy_18944T0,81.395,86,9.69e-43,135
8382,tr|A0A5C2GFV3|A0A5C2GFV3_HUMAN,bmy_22661T0,70.000,110,8.88e-50,158
8383,tr|A0A5C2GFV5|A0A5C2GFV5_HUMAN,bmy_21734T0,67.391,92,4.92e-37,127
8384,tr|A0A5C2GFW1|A0A5C2GFW1_HUMAN,bmy_22731T0,70.213,94,8.86e-45,140
8385,tr|A0A5C2GFW2|A0A5C2GFW2_HUMAN,bmy_22661T0,74.545,110,9.12e-55,171
8386,tr|A0A5C2GFW3|A0A5C2GFW3_HUMAN,bmy_21401T0,63.889,108,6.03e-45,145
8387,tr|A0A5C2GFW4|A0A5C2GFW4_HUMAN,bmy_18944T0,63.095,84,2.77e-34,114
8388,tr|A0A5C2GFW5|A0A5C2GFW5_HUMAN,bmy_21734T0,70.588,102,3.16e-43,143
8389,tr|A0A5C2GFX0|A0A5C2GFX0_HUMAN,bmy_18944T0,87.059,85,5.80e-48,148
8390,tr|A0A5C2GFX4|A0A5C2GFX4_HUMAN,bmy_18944T0,71.605,81,1.32e-37,122
8391,tr|A0A5C2GFX9|A0A5C2GFX9_HUMAN,bmy_21734T0,68.478,92,3.80e-36,124
8392,tr|A0A5C2GFY1|A0A5C2GFY1_HUMAN,bmy_21734T0,69.608,102,1.25e-42,141
8393,tr|A0A5C2GFY2|A0A5C2GFY2_HUMAN,bmy_18944T0,65.476,84,3.95e-35,116
8394,tr|A0A5C2GFZ1|A0A5C2GFZ1_HUMAN,bmy_18944T0,76.744,86,4.21e-40,128
8395,tr|A0A5C2GFZ3|A0A5C2GFZ3_HUMAN,bmy_18944T0,75.294,85,1.16e-42,135
8396,tr|A0A5C2GFZ9|A0A5C2GFZ9_HUMAN,bmy_18944T0,69.412,85,1.65e-37,122
8397,tr|A0A5C2GG01|A0A5C2GG01_HUMAN,bmy_18944T0,64.198,81,5.46e-35,115
8398,tr|A0A5C2GG03|A0A5C2GG03_HUMAN,bmy_21734T0,65.934,91,1.22e-33,118
8399,tr|A0A5C2GG06|A0A5C2GG06_HUMAN,bmy_22659T0,80.612,98,2.12e-51,157
8400,tr|A0A5C2GG09|A0A5C2GG09_HUMAN,bmy_18944T0,80.000,85,4.32e-44,138
8401,tr|A0A5C2GG12|A0A5C2GG12_HUMAN,bmy_18944T0,61.176,85,8.12e-33,110
8402,tr|A0A5C2GG15|A0A5C2GG15_HUMAN,bmy_21734T0,67.708,96,4.22e-37,127
8403,tr|A0A5C2GG17|A0A5C2GG17_HUMAN,bmy_18944T0,83.529,85,1.22e-46,145
8404,tr|A0A5C2GG20|A0A5C2GG20_HUMAN,bmy_22731T0,75.862,87,2.00e-43,137
8405,tr|A0A5C2GG21|A0A5C2GG21_HUMAN,bmy_22659T0,81.818,99,1.93e-56,170
8406,tr|A0A5C2GG22|A0A5C2GG22_HUMAN,bmy_21734T0,68.750,96,1.63e-37,128
8407,tr|A0A5C2GG24|A0A5C2GG24_HUMAN,bmy_09038T0,56.863,102,2.23e-33,113
